position,case,twist,youngs_modulus,base_radius,density,coner_angle,tgt_dir
1,1,-9.903314820662594,0.0033094446645775145,2.5562345251225316,1.1589918187145466e-06,9.052415500420674,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.9160605603380659) np.float64(-0.35128599020297013)
  np.float64(-0.1934714523650124)]]"
1,1,-2.7156421635982966,0.003788630390543269,2.2640954744947592,1.1471156799398873e-06,2.1796489428267103,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.8765521030279756) np.float64(-0.47395519464955854)
  np.float64(-0.08380264996962852)]]"
1,1,-7.448506221127725,0.0034989650273189628,2.613512346902357,1.2010728645215974e-06,8.30125403897825,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.9154651655873339) np.float64(-0.3597201896512235)
  np.float64(-0.18034665440047182)]]"
1,1,2.4531299799615525,0.003528446775707829,2.209930786339914,1.1433092893541062e-06,3.968751651728446,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.8970108935044938) np.float64(-0.4211555459760956)
  np.float64(-0.13416207745799985)]]"
1,1,-0.21566836670052147,0.0036891767972078693,2.473035782642206,1.227207974898915e-06,8.571279539520445,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.7894354186901151) np.float64(-0.6067278462087912)
  np.float64(-0.09312915951732971)]]"
1,1,4.711150043418614,0.0036098079673616244,2.3868774033899003,1.2616952519446973e-06,4.487370971107413,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.8669662803876483) np.float64(-0.4965190554578479)
  np.float64(-0.04287535700203737)]]"
1,1,-4.327211458665362,0.0038290916239211675,2.491423379448384,1.107267734187323e-06,6.357106132291532,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.9061838452577059) np.float64(-0.4213895018882316)
  np.float64(-0.035520786764180245)]]"
1,1,-8.110702798256533,0.003956408999457189,2.588456500179156,1.2877546368022088e-06,0.4880248954823181,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.8684383759430798) np.float64(-0.4790634296560144)
  np.float64(-0.12772242385565227)]]"
1,1,-5.439930059101924,0.0032665338257392316,2.6299460888048,1.3070382524923171e-06,1.9594520286161194,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.8552891199008336) np.float64(-0.5081515801596778)
  np.float64(-0.10130396320223578)]]"
1,1,1.496501548305094,0.0034024687147136824,2.2508645806847096,1.2485389407404722e-06,5.684604366569919,"[[np.float64(-0.13683123168939845) np.float64(0.0)
  np.float64(-0.9905943741180656)]
 [np.float64(0.47774995147587584) np.float64(0.8760137356613963)
  np.float64(-0.06599180856260654)]
 [np.float64(0.9038443371534137) np.float64(-0.3978644827507316)
  np.float64(-0.1573825516415306)]]"
1,2,6.388906070053029,0.0037302186027437702,2.439718286231589,1.1689482382305001e-06,2.9019187187867255,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.626580535626067) np.float64(0.7756116335120008)
  np.float64(0.0763113774963909)]]"
1,2,3.6629585781334555,0.003363534900647472,2.319687911886611,1.2701466043586162e-06,1.284590599470432,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.6176584450253788) np.float64(0.7794874905787861)
  np.float64(0.10439012079702743)]]"
1,2,-3.0575269106650182,0.0037740218975632275,2.3386950155868145,1.2093367551849884e-06,7.649235514396484,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.6367069169622985) np.float64(0.7337414179036148)
  np.float64(0.23712408891792836)]]"
1,2,8.894739676169085,0.0035983291868098705,2.2858546858268274,1.1264133437545814e-06,5.483077253280367,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5357918363846038) np.float64(0.825934403743947)
  np.float64(0.17538377569132396)]]"
1,2,0.7801693050963561,0.0033303673227222013,2.543647837759757,1.3517302272819755e-06,3.0867190890846112,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5636328077896504) np.float64(0.8196123650506789)
  np.float64(0.10273085728829377)]]"
1,2,-6.12799102944491,0.003484799325903798,2.6688672998685625,1.292828223293288e-06,7.130653563630656,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5123884369905468) np.float64(0.8379768162074699)
  np.float64(0.18775767663980258)]]"
1,2,-1.7779018824420376,0.0036693221332369337,2.3781911432820624,1.3386795805843647e-06,6.844490976825057,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5098196992885162) np.float64(0.8555227896897851)
  np.float64(0.0903583451529208)]]"
1,2,7.866220367143768,0.003882320771095066,2.2345483080668473,1.324101987663163e-06,9.944365746008039,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.6634149658787025) np.float64(0.7023070374783266)
  np.float64(0.2581577195370617)]]"
1,2,9.84495057027113,0.0034286581213464925,2.521655560247508,1.236608328334625e-06,4.6543000171528375,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5598821230104437) np.float64(0.8261646511099768)
  np.float64(0.06311875782719761)]]"
1,2,5.305305966342406,0.0038934565212212237,2.409269045493121,1.1880610966719637e-06,0.8396930621257952,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.6047298169647874) np.float64(0.785056964338251)
  np.float64(0.1341171548227327)]]"
1,2,-9.903314820662594,0.0033094446645775145,2.5562345251225316,1.1589918187145466e-06,9.052415500420674,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.7187524301945537) np.float64(0.6916569803868624)
  np.float64(0.07075002170706604)]]"
1,2,-2.7156421635982966,0.003788630390543269,2.2640954744947592,1.1471156799398873e-06,2.1796489428267103,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5831998443130334) np.float64(0.806876653729398)
  np.float64(0.09395747580529525)]]"
1,2,-7.448506221127725,0.0034989650273189628,2.613512346902357,1.2010728645215974e-06,8.30125403897825,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5738165065098937) np.float64(0.7763061630996784)
  np.float64(0.2609278789057171)]]"
1,2,2.4531299799615525,0.003528446775707829,2.209930786339914,1.1433092893541062e-06,3.968751651728446,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5759259413966811) np.float64(0.7968527042578303)
  np.float64(0.18257896303607735)]]"
1,2,-0.21566836670052147,0.0036891767972078693,2.473035782642206,1.227207974898915e-06,8.571279539520445,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.6894525210194322) np.float64(0.6959989371247595)
  np.float64(0.20060084940287387)]]"
1,2,4.711150043418614,0.0036098079673616244,2.3868774033899003,1.2616952519446973e-06,4.487370971107413,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5666028913023151) np.float64(0.802450824400203)
  np.float64(0.18717328331599953)]]"
1,2,-4.327211458665362,0.0038290916239211675,2.491423379448384,1.107267734187323e-06,6.357106132291532,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.6835979010816176) np.float64(0.7152976069212624)
  np.float64(0.14506289384098925)]]"
1,2,-8.110702798256533,0.003956408999457189,2.588456500179156,1.2877546368022088e-06,0.4880248954823181,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.6094314707191106) np.float64(0.7845335892822698)
  np.float64(0.11445667208608003)]]"
1,2,-5.439930059101924,0.0032665338257392316,2.6299460888048,1.3070382524923171e-06,1.9594520286161194,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.5797399104134011) np.float64(0.8079034188202829)
  np.float64(0.10580029363078358)]]"
1,2,1.496501548305094,0.0034024687147136824,2.2508645806847096,1.2485389407404722e-06,5.684604366569919,"[[np.float64(0.1946148444370814) np.float64(0.0)
  np.float64(-0.9808797389714656)]
 [np.float64(-0.7729982152618918) np.float64(0.6155904396231653)
  np.float64(-0.15336939018750692)]
 [np.float64(0.6461616291656571) np.float64(0.7624491953368341)
  np.float64(0.03385813822698894)]]"
1,3,6.388906070053029,0.0037302186027437702,2.439718286231589,1.1689482382305001e-06,2.9019187187867255,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.06977047104533406) np.float64(-0.9957599595257749)
  np.float64(-0.05995151687271615)]]"
1,3,3.6629585781334555,0.003363534900647472,2.319687911886611,1.2701466043586162e-06,1.284590599470432,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.03181101541363067) np.float64(-0.9993384488229266)
  np.float64(-0.017627365161615637)]]"
1,3,-3.0575269106650182,0.0037740218975632275,2.3386950155868145,1.2093367551849884e-06,7.649235514396484,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(-0.017493178959455936) np.float64(-0.9947520248374606)
  np.float64(0.10080871872841443)]]"
1,3,8.894739676169085,0.0035983291868098705,2.2858546858268274,1.1264133437545814e-06,5.483077253280367,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.12571201202004498) np.float64(-0.9907950270465816)
  np.float64(0.05021657508866641)]]"
1,3,0.7801693050963561,0.0033303673227222013,2.543647837759757,1.3517302272819755e-06,3.0867190890846112,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.02881395473188256) np.float64(-0.9977865115668592)
  np.float64(-0.05993190592620316)]]"
1,3,-6.12799102944491,0.003484799325903798,2.6688672998685625,1.292828223293288e-06,7.130653563630656,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.1681839927915778) np.float64(-0.9851617704677559)
  np.float64(0.03421155619844497)]]"
1,3,-1.7779018824420376,0.0036693221332369337,2.3781911432820624,1.3386795805843647e-06,6.844490976825057,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(-0.05015150030615824) np.float64(-0.9961974883322786)
  np.float64(-0.07124178028026235)]]"
1,3,7.866220367143768,0.003882320771095066,2.2345483080668473,1.324101987663163e-06,9.944365746008039,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(-0.10134884040339086) np.float64(-0.992685864463724)
  np.float64(0.06559868171539125)]]"
1,3,9.84495057027113,0.0034286581213464925,2.521655560247508,1.236608328334625e-06,4.6543000171528375,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(-0.008719960295720891) np.float64(-0.9991575265478848)
  np.float64(0.04010236196477786)]]"
1,3,5.305305966342406,0.0038934565212212237,2.409269045493121,1.1880610966719637e-06,0.8396930621257952,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.042732263797690365) np.float64(-0.9988445930680553)
  np.float64(-0.021987099159184106)]]"
1,3,-9.903314820662594,0.0033094446645775145,2.5562345251225316,1.1589918187145466e-06,9.052415500420674,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.19360896080920967) np.float64(-0.979359354927296)
  np.float64(0.05805879959806865)]]"
1,3,-2.7156421635982966,0.003788630390543269,2.2640954744947592,1.1471156799398873e-06,2.1796489428267103,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.0914305864529734) np.float64(-0.9957538791159894)
  np.float64(-0.010707945009414903)]]"
1,3,-7.448506221127725,0.0034989650273189628,2.613512346902357,1.2010728645215974e-06,8.30125403897825,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.19266495314613075) np.float64(-0.9801153040591614)
  np.float64(-0.047478485424632955)]]"
1,3,2.4531299799615525,0.003528446775707829,2.209930786339914,1.1433092893541062e-06,3.968751651728446,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.08589917891693397) np.float64(-0.9950954988061297)
  np.float64(0.049053841003295795)]]"
1,3,-0.21566836670052147,0.0036891767972078693,2.473035782642206,1.227207974898915e-06,8.571279539520445,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.1941555949253164) np.float64(-0.9792059378089694)
  np.float64(-0.05881612294986331)]]"
1,3,4.711150043418614,0.0036098079673616244,2.3868774033899003,1.2616952519446973e-06,4.487370971107413,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.11469744873596835) np.float64(-0.9927314283993601)
  np.float64(0.03645279579985594)]]"
1,3,-4.327211458665362,0.0038290916239211675,2.491423379448384,1.107267734187323e-06,6.357106132291532,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.16285747308080673) np.float64(-0.9863077408902879)
  np.float64(-0.02597082443110449)]]"
1,3,-8.110702798256533,0.003956408999457189,2.588456500179156,1.2877546368022088e-06,0.4880248954823181,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.04568763939977921) np.float64(-0.9989176050923082)
  np.float64(-0.008732573659765408)]]"
1,3,-5.439930059101924,0.0032665338257392316,2.6299460888048,1.3070382524923171e-06,1.9594520286161194,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(0.02137922226248342) np.float64(-0.999771341242316)
  np.float64(-0.00044055191707987815)]]"
1,3,1.496501548305094,0.0034024687147136824,2.2508645806847096,1.2485389407404722e-06,5.684604366569919,"[[np.float64(-0.2199693600134404) np.float64(0.0)
  np.float64(-0.975506781450174)]
 [np.float64(0.974037849057226) np.float64(0.05485765035355452)
  np.float64(-0.21963812693077597)]
 [np.float64(-0.04552869135564802) np.float64(-0.9989386626975753)
  np.float64(-0.006977566296504568)]]"
2,1,6.388906070053029,0.0037302186027437702,2.439718286231589,1.1689482382305001e-06,2.9019187187867255,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.48067311305655724) np.float64(-0.8644519162501412)
  np.float64(-0.1472285396109639)]]"
2,1,3.6629585781334555,0.003363534900647472,2.319687911886611,1.2701466043586162e-06,1.284590599470432,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.5191825608810542) np.float64(-0.8501050144212104)
  np.float64(-0.08815289520432167)]]"
2,1,-3.0575269106650182,0.0037740218975632275,2.3386950155868145,1.2093367551849884e-06,7.649235514396484,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.5373929969352496) np.float64(-0.8430606766176733)
  np.float64(0.02138837034236203)]]"
2,1,8.894739676169085,0.0035983291868098705,2.2858546858268274,1.1264133437545814e-06,5.483077253280367,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.5124965656220482) np.float64(-0.8585786737891545)
  np.float64(-0.013781550713264146)]]"
2,1,0.7801693050963561,0.0033303673227222013,2.543647837759757,1.3517302272819755e-06,3.0867190890846112,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.4999779886915493) np.float64(-0.8507969765619394)
  np.float64(-0.16176067351805867)]]"
2,1,-6.12799102944491,0.003484799325903798,2.6688672998685625,1.292828223293288e-06,7.130653563630656,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.44382556906965626) np.float64(-0.8959918269852508)
  np.float64(-0.014748227541922163)]]"
2,1,-1.7779018824420376,0.0036693221332369337,2.3781911432820624,1.3386795805843647e-06,6.844490976825057,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.6041957845612735) np.float64(-0.784061658699689)
  np.float64(-0.14210830121945583)]]"
2,1,7.866220367143768,0.003882320771095066,2.2345483080668473,1.324101987663163e-06,9.944365746008039,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.465300058105763) np.float64(-0.841072842622977)
  np.float64(-0.27584838105176274)]]"
2,1,9.84495057027113,0.0034286581213464925,2.521655560247508,1.236608328334625e-06,4.6543000171528375,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.45469883766875935) np.float64(-0.8883270361374668)
  np.float64(-0.06421871915495515)]]"
2,1,5.305305966342406,0.0038934565212212237,2.409269045493121,1.1880610966719637e-06,0.8396930621257952,"[[np.float64(-0.20871170088592406) np.float64(0.0)
  np.float64(-0.9779772113466166)]
 [np.float64(0.8333697772054802) np.float64(0.5233200831919421)
  np.float64(-0.17785079411818044)]
 [np.float64(0.5218430105941758) np.float64(-0.84718675694915)
  np.float64(-0.09977209601882218)]]"
