X,Y,Z
94.97,-5.781,31.903
94.98942120607552,-3.604309720600294,31.911436644729193
95.06152715926032,-1.4287314620226539,31.93388724556
95.18093218640081,0.7447097262822413,31.96714887085467
95.3422257210428,2.9153865464723014,32.00807647932726
95.53998459710843,5.083016327534553,32.05358497907839
95.76877976753468,7.247608271993095,32.1006493173696
96.02317824484233,9.409411269793445,32.14630309194837
96.29774104931255,11.56886233149402,32.187636157326764
96.58701793661893,13.72653557646337,32.221791676769236
96.88553966393106,15.883091621789845,32.24596305001403
97.18780854388255,18.039227152731662,32.25739113397371
97.48828803527874,20.195624414906728,32.25336216048488
97.7813921268021,22.35290035177924,32.231206749286045
98.06147528935952,24.511555118237855,32.18830041161292
98.3228238034081,26.6719197330008,32.12206593664115
98.5596493055879,28.83410269106096,32.02997805781523
98.76608544847117,30.997935443555992,31.909570793601215
98.93618862038439,33.162916768959704,31.758447851294793
99.06394372500937,35.328156208957765,31.574296473414027
99.14327606975633,37.49231692619252,31.354905080879465
99.16807044597284,39.65355856138558,31.098185029717
99.13219849584848,41.80948092374578,30.802196737854462
99.02955543690436,43.95706963934718,30.46518035294244
98.85410714261891,46.09264520204422,30.085591014475785
98.59994844252387,48.21181721114496,29.66213860589164
98.26137328958457,50.30944592620752,29.19383169684581
97.83295713373887,52.379613601928035,28.68002513645318
97.30965142390801,54.41560835842014,28.120470475147105
96.68688962824561,56.40992356217908,27.515368074044513
95.96070351427669,58.35427580133518,26.865419411275877
95.12784767359061,60.239644492578826,26.17187773371782
94.18592943188789,62.056335912869756,25.436594852877594
93.13354039221184,63.79407396479239,24.662061574635008
91.97038497208804,65.44211923076386,23.8514390196278
90.69740048629036,66.98941683009353,23.008577971258084
89.31686267852706,68.4247722741911,22.138023426833424
87.83247021421064,69.73705295620756,21.245001758354537
86.24940160616642,70.91541118571205,20.335388337615274
84.5743384361093,71.94952289496092,19.415654158879683
82.81544961329047,72.82983444173999,18.49279089088275
80.98233279364243,73.54780847868619,17.574214871305532
79.08591093428588,74.09615881799864,16.667651760160396
77.13828418971613,74.46906374844649,15.78100480411133
75.15253982127467,74.66234747633769,14.922210827746161
73.14252529995774,74.67362032537541,14.099089054021302
71.12259211659189,74.50237002676063,13.319188556403734
69.10731975600758,74.14999876588121,12.589640474890004
67.11123064881306,73.61980345582255,11.917021041920936
65.14850754780765,72.91689975408353,11.307230953473539
63.232724618035604,72.04809336743642,10.765395722396779
61.376602598208436,71.02170493760829,10.29579044329872
59.59179678129955,69.84735704335898,9.901790991296432
57.88872443704124,68.53573342352315,9.585852197473585
56.27643586517714,67.09832133028047,9.349512117235198
54.762530745912905,65.54714795622729,9.193420246920951
53.35311905401218,63.894521209924555,9.117386535201303
52.052823702304934,62.152783869972296,9.120447328671492
50.86482040106844,60.33408849765869,9.200944004596135
49.79090903047288,58.45019861152204,9.356609963817053
48.831610140667884,56.512319694385084,9.584661840223223
47.98627998252231,54.530961765669,9.881891175621737
47.25323766233666,52.51583362142491,10.24475334575399
46.62989851985074,50.47576749390342,10.669451141377397
46.1129085575676,48.41867184597438,11.152011048384104
45.69827560225002,46.35150929989759,11.688350889050865
45.381493779516894,44.2802962789909,12.274338048904303
45.15765876789582,42.210120775933056,12.905837995165344
45.02157211154107,40.14517470708753,13.578753186359885
44.96783358790094,38.08879751497438,14.289052775080256
44.990921230840016,36.04352799300206,15.032793721280303
45.085259091630896,34.01116168637031,15.806134074281443
45.24527319073412,31.99281163287537,16.60533925566712
45.465436377374154,29.988970621316234,17.42678219872944
45.7403029878201,27.999573542658045,18.26693818630835
46.06453429565233,26.02405877573806,19.122375184643293
46.43291578669262,24.0614278785524,19.989740412142364
46.840367288551406,22.11030314371484,20.86574381371033
47.28194695029233,20.168982822222386,21.747139040653682
47.75285001179234,18.235494025816255,22.630702470733592
48.248403237777346,16.30764348756432,23.513210743955938
48.76405582106361,14.383066496816932,24.39141724227066
49.29536749011868,12.459274432556589,25.262027908654307
49.837994497528335,10.533701401942809,26.121676781390857
50.38767411659397,8.603750550935926,26.966901615199536
50.940208231849816,6.666840653849516,27.794119977053846
51.491446584431635,4.720453609632515,28.59960623736065
52.03727022489377,2.762183473557461,29.379469925749525
52.57357573018339,0.7897876334426227,30.12963598933059
53.09626075783816,-1.1987593037146638,30.845827578599106
53.60121154747569,-3.20520841943033,31.523552084772675
54.084293021414126,-5.230975793790573,32.158091268918696
54.54134218538765,-7.277077967942008,32.744496450892306
54.9681655935941,-9.344063496434421,33.27758985301218
55.360541696339006,-11.431940767276803,33.75197332192086
55.71422893701089,-13.540102567724352,34.16204576635733
56.02498049794419,-15.667248238476583,34.50203073618426
56.28856659916977,-17.811304692084207,34.76601561109549
56.50080521756589,-19.969348070534153,34.948003847333474
56.65760200277121,-22.137528374774007,35.041981622810944
56.755,-24.311000000000007,35.042
