case,twist,youngs_modulus,base_radius,density,coner_angle,length,scenario,tgt_dir
3,0.0,0.003605,2.43,1.23e-06,5.0,162.32,coner_angle_5,"[[np.float64(-0.1265010989269523) np.float64(0.0)
  np.float64(-0.9919664671601925)]
 [np.float64(-0.7944402249651616) np.float64(0.5988327971851642)
  np.float64(0.10131145035333015)]
 [np.float64(0.6299336813779345) np.float64(0.7766489272608327)
  np.float64(-2.915888676197076e-05)]]"
3,0.0,0.003605,2.43,1.23e-06,10.0,162.32,coner_angle_10,"[[np.float64(-0.1265010989269523) np.float64(0.0)
  np.float64(-0.9919664671601925)]
 [np.float64(-0.7944402249651616) np.float64(0.5988327971851642)
  np.float64(0.10131145035333015)]
 [np.float64(0.6865400728781879) np.float64(0.7252885206981311)
  np.float64(0.051179000341245465)]]"
3,0.0,0.003605,2.43,1.23e-06,0.0,146.088,length_-10,"[[np.float64(-0.1265010989269523) np.float64(0.0)
  np.float64(-0.9919664671601925)]
 [np.float64(-0.7944402249651616) np.float64(0.5988327971851642)
  np.float64(0.10131145035333015)]
 [np.float64(0.5940220542434235) np.float64(0.8008740731322197)
  np.float64(-0.07575300691742402)]]"
3,0.0,0.003605,2.43,1.23e-06,0.0,154.20399999999998,length_-5,"[[np.float64(-0.1265010989269523) np.float64(0.0)
  np.float64(-0.9919664671601925)]
 [np.float64(-0.7944402249651616) np.float64(0.5988327971851642)
  np.float64(0.10131145035333015)]
 [np.float64(0.5940220542434235) np.float64(0.8008740731322197)
  np.float64(-0.07575300691742402)]]"
3,0.0,0.003605,2.43,1.23e-06,0.0,170.436,length_5,"[[np.float64(-0.1265010989269523) np.float64(0.0)
  np.float64(-0.9919664671601925)]
 [np.float64(-0.7944402249651616) np.float64(0.5988327971851642)
  np.float64(0.10131145035333015)]
 [np.float64(0.5940220542434235) np.float64(0.8008740731322197)
  np.float64(-0.07575300691742402)]]"
3,0.0,0.003605,2.43,1.23e-06,0.0,178.55200000000002,length_10,"[[np.float64(-0.1265010989269523) np.float64(0.0)
  np.float64(-0.9919664671601925)]
 [np.float64(-0.7944402249651616) np.float64(0.5988327971851642)
  np.float64(0.10131145035333015)]
 [np.float64(0.5940220542434235) np.float64(0.8008740731322197)
  np.float64(-0.07575300691742402)]]"
4,0.0,0.003605,2.43,1.23e-06,0.0,162.32,baseline,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,-10.0,0.003605,2.43,1.23e-06,0.0,162.32,twist_-10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,-5.0,0.003605,2.43,1.23e-06,0.0,162.32,twist_-5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,5.0,0.003605,2.43,1.23e-06,0.0,162.32,twist_5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,10.0,0.003605,2.43,1.23e-06,0.0,162.32,twist_10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.0032445,2.43,1.23e-06,0.0,162.32,youngs_modulus_-10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.00342475,2.43,1.23e-06,0.0,162.32,youngs_modulus_-5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.0037852500000000004,2.43,1.23e-06,0.0,162.32,youngs_modulus_5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.0039655,2.43,1.23e-06,0.0,162.32,youngs_modulus_10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.1870000000000003,1.23e-06,0.0,162.32,base_radius_-10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.3085,1.23e-06,0.0,162.32,base_radius_-5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.5515000000000003,1.23e-06,0.0,162.32,base_radius_5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.6730000000000005,1.23e-06,0.0,162.32,base_radius_10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.43,1.1070000000000002e-06,0.0,162.32,density_-10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.43,1.1685000000000001e-06,0.0,162.32,density_-5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.43,1.2915e-06,0.0,162.32,density_5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.43,1.3530000000000002e-06,0.0,162.32,density_10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.43,1.23e-06,-10.0,162.32,coner_angle_-10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.693964859434048) np.float64(0.712134280552058)
  np.float64(-0.10619576419652929)]]"
4,0.0,0.003605,2.43,1.23e-06,-5.0,162.32,coner_angle_-5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7264480695611043) np.float64(0.6866036884825434)
  np.float64(-0.029130348317719996)]]"
4,0.0,0.003605,2.43,1.23e-06,5.0,162.32,coner_angle_5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.687634729201063) np.float64(0.723383137406461)
  np.float64(0.06225203380264701)]]"
4,0.0,0.003605,2.43,1.23e-06,10.0,162.32,coner_angle_10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.8271911772581524) np.float64(0.5582029890095912)
  np.float64(-0.06453045271056296)]]"
4,0.0,0.003605,2.43,1.23e-06,0.0,146.088,length_-10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.43,1.23e-06,0.0,154.20399999999998,length_-5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.43,1.23e-06,0.0,170.436,length_5,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
4,0.0,0.003605,2.43,1.23e-06,0.0,178.55200000000002,length_10,"[[np.float64(0.06872580558216956) np.float64(0.0)
  np.float64(-0.9976355865981735)]
 [np.float64(-0.6599290285512837) np.float64(0.7499512758698368)
  np.float64(-0.04546164423514419)]
 [np.float64(0.7481780810224534) np.float64(0.6614930716350731)
  np.float64(0.05154100558153042)]]"
5,0.0,0.003605,2.43,1.23e-06,0.0,162.32,baseline,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,-10.0,0.003605,2.43,1.23e-06,0.0,162.32,twist_-10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,-5.0,0.003605,2.43,1.23e-06,0.0,162.32,twist_-5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,5.0,0.003605,2.43,1.23e-06,0.0,162.32,twist_5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,10.0,0.003605,2.43,1.23e-06,0.0,162.32,twist_10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.0032445,2.43,1.23e-06,0.0,162.32,youngs_modulus_-10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.00342475,2.43,1.23e-06,0.0,162.32,youngs_modulus_-5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.0037852500000000004,2.43,1.23e-06,0.0,162.32,youngs_modulus_5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.0039655,2.43,1.23e-06,0.0,162.32,youngs_modulus_10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.1870000000000003,1.23e-06,0.0,162.32,base_radius_-10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.3085,1.23e-06,0.0,162.32,base_radius_-5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.5515000000000003,1.23e-06,0.0,162.32,base_radius_5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.6730000000000005,1.23e-06,0.0,162.32,base_radius_10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.43,1.1070000000000002e-06,0.0,162.32,density_-10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.43,1.1685000000000001e-06,0.0,162.32,density_-5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.43,1.2915e-06,0.0,162.32,density_5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.43,1.3530000000000002e-06,0.0,162.32,density_10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.43,1.23e-06,-10.0,162.32,coner_angle_-10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.8511804588623859) np.float64(-0.21422005957971046)
  np.float64(0.4791676037927474)]]"
5,0.0,0.003605,2.43,1.23e-06,-5.0,162.32,coner_angle_-5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.911211345084952) np.float64(0.028735598700931904)
  np.float64(0.410935700512588)]]"
5,0.0,0.003605,2.43,1.23e-06,5.0,162.32,coner_angle_5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.8786328147033777) np.float64(-0.13366363792002545)
  np.float64(0.458408561028701)]]"
5,0.0,0.003605,2.43,1.23e-06,10.0,162.32,coner_angle_10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.8534118797924846) np.float64(0.08393084913882294)
  np.float64(0.5144353953528995)]]"
5,0.0,0.003605,2.43,1.23e-06,0.0,146.088,length_-10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.43,1.23e-06,0.0,154.20399999999998,length_-5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.43,1.23e-06,0.0,170.436,length_5,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
5,0.0,0.003605,2.43,1.23e-06,0.0,178.55200000000002,length_10,"[[np.float64(0.42560769620071365) np.float64(0.0)
  np.float64(-0.9049077792431233)]
 [np.float64(0.051601479444015254) np.float64(0.9983728066835079)
  np.float64(0.024269861847231667)]
 [np.float64(0.9034353193526972) np.float64(-0.05702402015725338)
  np.float64(0.42491515020200826)]]"
