X,Y,Z
214.442,-4.435,30.964
214.45226213852027,-2.5687477638109946,30.94697303910933
214.43590758251838,-0.7032014004488699,30.893243936359124
214.39130137800234,1.16064206845103,30.805997285196494
214.316767429882,3.0218768262332905,30.688384307238504
214.2105877893831,4.8796616272313935,30.543519803074926
214.07100300128545,6.733193432134107,30.37448068964054
213.89621362660858,8.581681381205621,30.184305851082307
213.68438306151492,10.424321161678607,29.975997040525844
213.43364177872422,12.260269820775713,29.752520579971595
213.14209312185136,14.08862107836559,29.516809615509455
212.80782078580248,15.908381202639179,29.271766693620616
212.428898117996,17.718445528101377,29.020266431212658
212.00339937337935,19.517575717294978,28.765158058265815
211.5294130507489,21.30437789546268,28.509267617108442
211.00505742771173,23.077281820192045,28.255399606551983
210.4284983956875,24.83452128543672,28.006337863463923
209.79796967394037,26.574116000324956,27.7648454788511
209.11179545043967,28.29385522641023,27.533663551516447
208.36841545782934,29.9912835016945,27.315508590221878
207.56641244311285,31.663688823581598,27.11306838632421
206.70454192905464,33.30809370421704,26.928996194006935
205.7817640945032,34.92124954798769,26.765903074993624
204.7972775180768,36.49963482931376,26.626348291269437
203.7505544369217,38.03945756599103,26.512827663116617
202.64137707066646,39.5366625866657,26.42775985092765
201.4698744517209,40.9869440754367,26.373470569422185
200.23655909034906,42.385763840131986,26.352174802094222
198.9423626905113,43.72837568916346,26.365957150928537
197.58867002536928,45.00985621247384,26.416750531438268
196.17734998563205,46.22514214361374,26.506313504406243
194.7107827366101,47.369074330737405,26.636206620493383
193.19188186779965,48.43644816590027,26.807768240054752
191.62411040109376,49.42207011676449,27.02209037363472
190.01148954605975,50.320819778554586,27.279995163752524
188.358599160532,51.127716623152665,27.582012691593572
186.670568996341,51.83799037635215,27.92836083726119
184.95305998570208,52.44715371611822,28.31892794473601
183.21223505352614,52.951075766198024,28.753259037510496
181.4547192205263,53.346054675911134,29.230546294348443
179.6875490834157,53.628887442314785,29.749624424705317
177.91811211055239,53.796935058052654,30.308971479409745
176.15407655901728,53.84818106824105,30.90671549584256
174.4033131844081,53.78128170048155,31.54064721208688
172.67381025819216,53.595605896077366,32.20823889773078
170.97358370907742,53.291263815688,32.90666914728589
169.3105844458886,52.869122711620726,33.63285327653179
167.69260508416258,52.33080943924389,34.383478763077406
166.1271883739749,51.67869930376905,35.15504498982718
164.62153960678407,50.91589138440825,35.943906395198724
163.18244516263215,50.04617092322079,36.74631801498206
161.8161991517685,49.07395978762612,37.55848232425293
160.5285398173666,48.004256391080276,38.37659625784601
159.32459701533884,46.84256676699797,39.19689730497085
158.20885169232835,45.59482872317969,40.01570763584382
157.18510786598287,44.26733114828393,40.829475320672984
156.25647719443998,42.86663059535,41.6348118364797
155.42537582587747,41.399467233230084,42.42852521727807
154.6935328614686,39.872682141978174,43.20764837737037
154.0620094613298,38.29313774559997,43.96946231703226
153.5312273818598,36.66764293964447,44.71151409571551
153.10100555967801,35.0028841985276,45.43162962109839
152.7706032536462,33.30536365410192,46.127921447502544
152.53876821839808,31.58134483973512,46.79879189992388
152.40378840363633,29.836806506389518,47.44293193662743
152.36354574513214,28.077404650251342,48.05931623403737
152.41557072523833,26.308442654575906,48.647195022115035
152.55709652260538,24.534849246606864,49.20608321891312
152.78511173139248,22.761163807537475,49.73574741253723
153.09641080093044,20.991528449498716,50.23619122045932
153.48764151847652,19.22968618727916,50.70763952347508
153.9553490234942,17.478984480922513,51.15052202832221
154.49601599673446,15.742383404342204,51.565456562983684
155.10609880701563,14.022467700148058,51.95323245443983
155.78205952104307,12.321462006775622,52.31479428330336
156.52039378543407,10.641248586347569,52.65122625544405
157.31765467516132,8.983386935388275,52.9637373788494
158.17047267003605,7.349134721873382,53.25364758599814
159.07557197104384,5.739469557473886,53.52237489871638
160.0297834039857,4.15511118018905,53.77142369448518
161.0300541802129,2.5965436879580546,54.002374100057935
162.07345479566013,1.0640375258772667,54.216872510430406
163.15718335092131,-0.4423290123472477,54.4166232083006
164.278567570154,-1.9226489552505064,54.60338104065843
165.43506478546158,-3.377166636065525,54.778945094564065
166.6242601383168,-4.806258584506574,54.94515330320748
167.84386323171387,-6.2104153895763154,55.10387790510006
169.09170344714698,-7.59022456469124,55.25702167377798
170.36572411992043,-8.946354421064095,55.406514831607794
171.66397574594978,-10.27953893434282,55.55431255914892
172.9846083730702,-11.590563573275743,55.70239301077884
174.32586331116235,-12.88025204607369,55.852755746842114
175.68606427760372,-14.149453910730593,56.00742049308139
177.063608078309,-15.399032988986294,56.16842613885357
178.4569549103515,-16.62985651939158,56.33782988640214
179.864618359472,-17.842784982734386,56.51770646402289
181.28515515503548,-19.038662532951527,56.71014731676884
182.71715473600807,-20.21830796773944,56.91725968848887
184.1592286747702,-21.382506175620296,57.14116550897795
185.61,-22.53200000000001,57.384
