X,Y,Z
214.442,-4.435,30.964
214.44509389342733,-2.5876767568993917,30.959550665414742
214.42863025515743,-0.7409711548754511,30.913514430805478
214.39059558724875,1.1040876281496557,30.8293289520741
214.32893157086997,2.946606019622902,30.71038497624864
214.24153445055836,4.785793318776532,30.560021184409052
214.1262553169581,6.620929414133664,30.381521407687554
213.98090146002235,8.451333058383414,30.178113833874196
213.8032389677854,10.276330779127202,29.952971840450278
213.59099674923004,12.095226488018708,29.709216108699295
213.34187216235605,13.90727184589647,29.449917691634834
213.05353842992932,15.711637446667577,29.178101725301108
212.72365402452422,17.507384897700305,28.896751487924615
212.34987420026147,19.29343989772092,28.60881252449302
211.92986484020207,21.06856644475976,28.317196565559307
211.46131877418068,22.83134234474948,28.02478497892802
210.94197470073982,24.5801362355038,27.734431501776506
210.36963881745405,26.313086389142,27.448964009638914
209.74220922486975,28.028081607456322,27.171185088245053
209.05770311934043,29.722744576903136,26.903871185715374
208.31428672820726,31.39441810082984,26.649770137131792
207.5103078661823,33.04015467343174,26.411596872282665
206.64433090451521,34.6567098993138,26.192027141804388
205.71517384437908,36.24054029155229,25.9936891280686
204.7219470745853,37.78780599500397,25.819152846281284
203.66409327286814,39.294378976959266,25.67091728906339
202.5414277827942,40.75585719970164,25.551395324910192
201.35417866937104,42.167585234843095,25.462896427449284
200.10302553069627,43.52468169488576,25.407607387607904
198.78913602757086,44.82207374014748,25.387571243749623
197.41419899535126,46.05453876818158,25.40466475312862
195.98045293082436,47.216753208759634,25.460574819042954
194.49070861018822,48.30334813299493,25.556774377937003
192.9483646007413,49.30897114538266,25.694498334920485
191.35741448600547,50.228353770248496,25.874720209728835
189.72244473734617,51.05638327950412,26.098130212397077
188.04862233806708,51.7881776493428,26.36511550366319
186.3416714982005,52.41916209402922,26.675743404055247
184.60783908603352,52.94514542055883,27.029748293810623
182.85384873788175,53.36239429414722,27.42652289035235
181.08684397826283,53.66770341558854,27.86511450002286
179.31432107288808,53.858459598998095,28.344226717305908
177.54405272718623,53.93269781063287,28.862226891282393
175.78400411302562,53.88914738933666,29.417159501310557
174.04224303414833,53.72726691470665,30.0067653897493
172.3268463066289,53.44726651197045,30.628506598340397
170.64580461715872,53.05011676943441,31.27959635724644
169.00692821630858,52.53754387667928,31.95703359227111
167.41775579900244,51.912011047328654,32.65764115670191
165.88546881906538,51.17668674540635,33.37810686826438
164.41681328519167,50.335400665012,34.115026345375334
163.0180308025037,49.39258879643285,34.86494659461524
161.69480027545313,48.353229230354856,35.624409303525944
160.4521912917607,47.22277058856784,36.389992839308206
159.2946297901185,46.00705512070062,37.158352037869804
158.225876193338,44.71223856369049,37.926254985715964
157.2490157898233,43.34470883202386,38.69061613819651
156.36646078478756,41.91100549805591,39.448525274899644
155.57996313365322,40.41774184533907,40.19727195654301
154.8906370234783,38.8715310495111,40.93436530926533
154.29898968898164,37.278917776778265,41.657549114406585
153.80495913842802,35.64631620589429,42.364812318562066
153.40795731809536,33.97995519115987,43.05439519568097
153.10691725586827,32.28583100494153,43.72479148741338
152.90034278621064,30.569667839462348,44.3747469188493
152.78635956043345,28.836886017410617,45.00325453449638
152.7627661774113,27.092577664815845,45.609547325316335
152.8270844205994,25.341489440204256,46.193088624258955
152.97660774815589,23.588011792062,46.75356073777111
153.20844734582766,21.836174130386723,47.29085225757245
153.51957521052924,20.089645244823636,47.805044463629066
153.90686388093923,18.351738277916915,48.296397188832366
154.3671225661539,16.625419562481248,48.76533447129347
154.89712954224333,14.913320652854821,49.21243027361838
155.49366078824136,13.217752915896801,49.63839450220168
156.15351491723763,11.54072409514061,50.04405951493042
156.87353452582533,9.88395631620177,50.4303672639364
157.6506241368048,8.24890506058126,50.798357181965095
158.48176494766707,6.636778695452073,51.14915488696094
159.36402662243657,5.048558206273446,51.48396174993953
160.29457637887595,3.4850168364536334,51.80404534592268
161.27068562851787,1.9467393915087827,52.11073078667256
162.2897344254861,0.43414101393904664,52.405392916834046
163.3492139725327,-1.052514720629289,52.68944934142153
164.4467274214798,-2.5130984969570793,52.96435424212115
165.57998919065238,-3.947598820442606,53.23159293221316
166.74682300534573,-5.35610649212329,53.49267709439034
167.94515885002676,-6.738800022534388,53.74914064238614
169.17302900273685,-8.095931988126917,54.002536145358214
170.42856330449789,-9.427816318083272,54.25443175337727
171.70998379920718,-10.734816486427247,54.506408562712174
173.0155988629251,-12.017334574447304,54.76005836059361
174.34379692627599,-13.275801161424846,55.01698169077344
175.6930398793877,-14.510665996462388,55.2787861830315
177.06185623598182,-15.722389401156255,55.54708509186412
178.4488341216888,-16.911434351212936,55.82349599174831
179.85261414134746,-18.07825918475364,56.10963957844828
181.27188217114505,-19.223310885763773,56.40713852789193
182.70536211378487,-20.347018892759554,56.717616366007476
184.15180864820593,-21.449789384832915,57.042696304618666
185.61,-22.53200000000001,57.384
